Ciudad,Fecha,Num. Nota,RUT,Razón Social,Canal,Fecha Entrega,Forma de Pago,Num. Ord .Compra,Tot. Neto,Item,Código,Descriptor,Cantidad,Cant. Desp.,Precio Unitario,Pendiente,Terminado,Marca,Línea,Sub Línea 1,Sub Línea 2,Clasificación,Cod. Vend. Cartera,Nombre Vendedor Cartera,Cod. Vendedor,Nombre Vendedor N/V
Santiago                 ,2025-07-24 00:00:00,2325635,59059340-0   ,"OBRASCON HUARTE LAIN, S.A. - AGENCIA EN CHILE     ",Otras Personas Jurídicas      ,2025-07-24 00:00:00,Credito                                 ,24259                                   ,3103548,36,6542462                       ,"BASE KENSINGTON P/NOTEBOOK 14"" NEGRA K50421",30,0,19990,30,NO,KENSINGTON                              ,ACCESORIOS COMPUTACIONALES              ,ACCESORIOS DE JUEGOS                    ,BASE PARA NOTEBBOK                      ,QUIEBRE-C                               ,CTO                           ,Carolina Toloza                              ,CTO                           ,Carolina Toloza                              
Santiago                 ,2025-07-24 00:00:00,2325635,59059340-0   ,"OBRASCON HUARTE LAIN, S.A. - AGENCIA EN CHILE     ",Otras Personas Jurídicas      ,2025-07-24 00:00:00,Credito                                 ,24259                                   ,3103548,13,4561055                       ,AZUCAR IANSA 1KG,30,0,1387,30,NO,IANSA                                   ,ALIMENTOS                               ,AZÚCAR Y ENDULZANTES                    ,AZÚCAR                                  ,STOCK                                   ,CTO                           ,Carolina Toloza                              ,CTO                           ,Carolina Toloza                              
Santiago                 ,2025-07-24 00:00:00,2325635,59059340-0   ,"OBRASCON HUARTE LAIN, S.A. - AGENCIA EN CHILE     ",Otras Personas Jurídicas      ,2025-07-24 00:00:00,Credito                                 ,24259                                   ,3103548,33,2245326                       ,PAPEL FOTOCOPIA EQUALIT A4 500HJ,50,18,4042,32,NO,EQUALIT                                 ,PAPELES OFICINA                         ,PAPEL FOTOCOPIA                         ,PAPEL FOTOCOPIA                         ,STOCK                                   ,CTO                           ,Carolina Toloza                              ,CTO                           ,Carolina Toloza                              
Santiago                 ,2025-07-24 00:00:00,2325635,59059340-0   ,"OBRASCON HUARTE LAIN, S.A. - AGENCIA EN CHILE     ",Otras Personas Jurídicas      ,2025-07-24 00:00:00,Credito                                 ,24259                                   ,3103548,35,8253263                       ,PAD MOUSE KENSINGTON COMFORT FOAM NEGR K62384,30,6,8422,24,NO,KENSINGTON                              ,ACCESORIOS COMPUTACIONALES              ,ERGONOMÍA                               ,PAD MOUSE                               ,QUIEBRE-C                               ,CTO                           ,Carolina Toloza                              ,CTO                           ,Carolina Toloza                              
Santiago                 ,2025-07-24 00:00:00,2325635,59059340-0   ,"OBRASCON HUARTE LAIN, S.A. - AGENCIA EN CHILE     ",Otras Personas Jurídicas      ,2025-07-24 00:00:00,Credito                                 ,24259                                   ,3103548,17,4569955                       ,GALLETA COSTA TUAREG 120GR,30,10,440,20,NO,COSTA                                   ,ALIMENTOS                               ,GALLETAS Y CONFITES                     ,GALLETAS                                ,STOCK                                   ,CTO                           ,Carolina Toloza                              ,CTO                           ,Carolina Toloza                              
Santiago                 ,2025-07-24 00:00:00,2325635,59059340-0   ,"OBRASCON HUARTE LAIN, S.A. - AGENCIA EN CHILE     ",Otras Personas Jurídicas      ,2025-07-24 00:00:00,Credito                                 ,24259                                   ,3103548,51,3814002                       ,PAPEL FOTOCOPIA REPORT A3 RESMA 500HJ,50,0,8448,50,NO,REPORT                                  ,PAPELES OFICINA                         ,PAPEL FOTOCOPIA                         ,PAPEL FOTOCOPIA                         ,F MAESTRA                               ,CTO                           ,Carolina Toloza                              ,CTO                           ,Carolina Toloza                              
Santiago                 ,2025-07-25 00:00:00,2325641,60711000-K_2 ,INSTITUTO NACIONAL DE CAPACITACION PROFESIONAL    ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,CPN591690                               ,270099,18,3813893                       ,FORRO BUHO PLASTICO PARA LIBROS DE CLASES,20,0,2130,20,NO,BUHO                                    ,EDUCACIÓN                               ,LIBROS DE CLASE                         ,LIBROS DE CLASES                        ,A PEDIDO                                ,RFF                           ,Roberto Francisco Dairlie Olguín             ,RFF                           ,Roberto Francisco Dairlie Olguín             
Santiago                 ,2025-07-25 00:00:00,2325641,60711000-K_2 ,INSTITUTO NACIONAL DE CAPACITACION PROFESIONAL    ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,CPN591690                               ,270099,20,4502143                       ,ETIQUETA ECO INKJET-LASER CARTA 216X279MM 25H,15,1,4027,14,NO,ADETEC                                  ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,ETIQUETAS                               ,DE SALIDA                               ,RFF                           ,Roberto Francisco Dairlie Olguín             ,RFF                           ,Roberto Francisco Dairlie Olguín             
Santiago                 ,2025-07-25 00:00:00,2325641,60711000-K_2 ,INSTITUTO NACIONAL DE CAPACITACION PROFESIONAL    ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,CPN591690                               ,270099,17,3801026                       ,TACO APUNTE BANGRAFICA 9X9 BLANCO 400HJ      ,10,0,851,10,NO,BANGRAFICA                              ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,BLOCK Y LIBRETAS DE APUNTES             ,STOCK                                   ,RFF                           ,Roberto Francisco Dairlie Olguín             ,RFF                           ,Roberto Francisco Dairlie Olguín             
Santiago                 ,2025-07-25 00:00:00,2325643,65154141-7   ,CORPORACION EDUCACIONAL ESCUELA ESPECIAL CORDILLER,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,97780,1,1301239                       ,TOALLA DE PAPEL ELITE JUMBO GOF D/H 200M 2UN,10,0,9778,10,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,TOALLAS DE PAPEL INSTITUCIONAL          ,STOCK                                   ,CRS                           ,Camila Rostion                               ,CRS                           ,Camila Rostion                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,3,3813696                       ,FUNDA SELLOFFICE OFICIO BORDE BLANCO PQ 100U ,20,0,3830,20,NO,SELLOFFICE                              ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,FUNDAS                                  ,BLOQUEO-C                               ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,20,7770244                       ,CORCHETERA ISOFIT CM-20 METAL P/25HJ         ,24,0,3384,24,NO,ISOFIT                                  ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,14,2226431                       ,LIBRO ACTA AUCA COMPOSICION 100HJ            ,30,0,2795,30,NO,AUCA                                    ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,LIBROS CONTABLES Y OFICINA              ,DESCONTINU                              ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,18,3813977                       ,LIBRETA CORRESPONDENCIA ORGAREX 100HJ,30,0,2437,30,NO,ORGAREX                                 ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,LIBROS CONTABLES Y OFICINA              ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,16,3813159                       ,"TIJERA TORRE ERGONOMICA 8,25"" 21CM           ",50,0,1212,50,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,4,3810882                       ,REGLA NEOLITE METALICA 30 CM,50,0,794,50,NO,NEOLITE                                 ,LIBRERÍA                                ,ESCOLAR Y MANUALIDADES                  ,REGLAS Y COMPAS                         ,F MAESTRA                               ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,5,2226424                       ,PEGAMENTO TORRE BARRA 36 GR,50,0,629,50,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,PEGAMENTO EN BARRA                      ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,11,3813155                       ,CORRECTOR LAPIZ TORRE 7ML                    ,60,0,351,60,NO,TORRE                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,CORRECTORES                             ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,12,3813247                       ,CORRECTOR TORRE CINTA STAND UP 5MM AZUL 6MT  ,80,0,697,80,NO,TORRE                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,CORRECTORES                             ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,1,7262004                       ,PILA DURACELL AAA ALCALINA BLISTER 2UN,100,0,1181,100,NO,DURACELL                                ,FERRETERÍA                              ,FERRETERIA                              ,ELECTRICIDAD                            ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,2,7290505                       ,PILA DURACELL AA ALCALINA BLISTER 2UN,100,0,1181,100,NO,DURACELL                                ,FERRETERÍA                              ,FERRETERIA                              ,ELECTRICIDAD                            ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,7,3814848                       ,DESTACADOR DOM TB NARANJO,100,0,157,100,NO,DOM                                     ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,DESTACADORES                            ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,8,3814846                       ,DESTACADOR DOM TB AMARILLO,100,0,157,100,NO,DOM                                     ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,DESTACADORES                            ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,10,2220501                       ,C.U. COLON LISO 7MM 100HJ,150,0,845,150,NO,COLON                                   ,LIBRERÍA                                ,CUADERNOS                               ,CUADERNOS UNIV. LISO                    ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,15,3802513                       ,SEPARADOR BANGRAFICA OFICIO DUPLEX           ,500,0,329,500,NO,BANGRAFICA                              ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,SEPARADORES                             ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,9,2221576                       ,CORCHETE TORRE 26/6 1000UN                   ,500,0,207,500,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CORCHETERAS Y CORCHETES                 ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,19,3813160                       ,LAPIZ BOLIGRAFO TORRE AZUL 1.0 MM            ,500,0,110.7,500,NO,TORRE                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,BOLÍGRAFO PASTA                         ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,13,3813170                       ,LAPIZ GRAFITO COLON HEXAGONAL HB Nº2,480,0,58.6667,480,NO,COLON                                   ,LIBRERÍA                                ,MARCADORES LÁPICES Y OTROS              ,GRAFITOS                                ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,17,3815167                       ,NOTA ADHESIVA JM 76X76CM AMARILLA 100HJ,300,0,309,300,NO,JM                                      ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,NOTAS ADHESIVAS Y BANDERITAS            ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325645,69130700-K   ,I. MUNICIPALIDAD DE PARRAL ADQ. MUNICIPAL         ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,2595-348-CM25                           ,2025206,6,3814044                       ,NOTA ADHESIVA TORRE BANDERITA+PAD AMARILLO,900,0,737,900,NO,TORRE                                   ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,NOTAS ADHESIVAS Y BANDERITAS            ,STOCK                                   ,KMO                           ,Katherine Moya                               ,KMO                           ,Katherine Moya                               
Santiago                 ,2025-07-25 00:00:00,2325648,60910000-1_20,UNIVERSIDAD DE CHILE                              ,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,5520-1417-TD25-22                       ,7180,1,9992519                       ,CAJA WENCO MULTIUSO MIBOX  10LT              ,1,0,7180,1,NO,WENCO                                   ,FERRETERÍA                              ,FERRETERIA                              ,CAJAS Y RECIPIENTES                     ,BLOQUEO-C                               ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Santiago                 ,2025-07-25 00:00:00,2325649,79588560-9   ,CONSTRUCTORA RENCORET LTDA                        ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,OFC-918                                 ,125395,1,6100007                       ,PIZARRA BISILQUE MELAMINA 120X240CM,1,0,125395,1,NO,BISILQUE                                ,LIBRERÍA                                ,PIZARRAS Y BORRADORES                   ,PIZARRAS                                ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325665,77107426-K   ,KS SERVICIOS INTEGRALES SPA                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,3722                                    ,193886,15,4561055                       ,AZUCAR IANSA 1KG,4,0,1206,4,NO,IANSA                                   ,ALIMENTOS                               ,AZÚCAR Y ENDULZANTES                    ,AZÚCAR                                  ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325665,77107426-K   ,KS SERVICIOS INTEGRALES SPA                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,3722                                    ,193886,6,7001294                       ,CINTA EMBALAJE TRANSPARENTE 40X48MM          ,7,0,432,7,NO,SELLOFFICE                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,BLOQUEO-C                               ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325666,60301001-9   ,CORPORACION ADMINISTRATIVA PODER JUDICIAL ZONAL SA,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,425-457-CM25                            ,605247,6,7290498                       ,PILA MAXELL AAA ALCALINA LR03BP2 2UN,102,60,575.8333,42,NO,MAXELL                                  ,FERRETERÍA                              ,PILAS Y CARGADORES                      ,PILAS                                   ,STOCK                                   ,THC                           ,Trinidad Hermosilla Covarrubias              ,THC                           ,Trinidad Hermosilla Covarrubias              
Santiago                 ,2025-07-25 00:00:00,2325666,60301001-9   ,CORPORACION ADMINISTRATIVA PODER JUDICIAL ZONAL SA,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,425-457-CM25                            ,605247,5,7290496                       ,PILA MAXELL AA ALCALINA LR06BP2 2UN,300,163,600,137,NO,MAXELL                                  ,LIBRERÍA                                ,PILAS Y CARGADORES                      ,PILAS                                   ,STOCK                                   ,THC                           ,Trinidad Hermosilla Covarrubias              ,THC                           ,Trinidad Hermosilla Covarrubias              
Santiago                 ,2025-07-25 00:00:00,2325666,60301001-9   ,CORPORACION ADMINISTRATIVA PODER JUDICIAL ZONAL SA,Chilecompra                   ,2025-07-25 00:00:00,Credito                                 ,425-457-CM25                            ,605247,11,2220590                       ,BL APUNTE COLON ESCOLAR ESPIRAL 7MM 80HJ     ,100,21,934,79,NO,COLON                                   ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,BLOCK Y LIBRETAS DE APUNTES             ,STOCK                                   ,THC                           ,Trinidad Hermosilla Covarrubias              ,THC                           ,Trinidad Hermosilla Covarrubias              
Santiago                 ,2025-07-25 00:00:00,2325668,76850128-9   ,NUEVA ATACAMA S.A                                 ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,21543                                   ,459447,7,1300122                       ,TOALLA ELITE DOBLADA D/H EXT BLANCA 200UN,18,0,1385,18,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,PAPEL HIGIÉNICO INSTITUCIONAL           ,STOCK                                   ,CRS                           ,Camila Rostion                               ,CRS                           ,Camila Rostion                               
Santiago                 ,2025-07-25 00:00:00,2325668,76850128-9   ,NUEVA ATACAMA S.A                                 ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,21543                                   ,459447,2,4561055                       ,AZUCAR IANSA 1KG,10,0,1510,10,NO,IANSA                                   ,ALIMENTOS                               ,AZÚCAR Y ENDULZANTES                    ,AZÚCAR                                  ,STOCK                                   ,CRS                           ,Camila Rostion                               ,CRS                           ,Camila Rostion                               
Santiago                 ,2025-07-25 00:00:00,2325668,76850128-9   ,NUEVA ATACAMA S.A                                 ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,21543                                   ,459447,5,1301239                       ,TOALLA DE PAPEL ELITE JUMBO GOF D/H 200M 2UN,9,0,14957,9,NO,ELITE                                   ,ASEO                                    ,PAPELES HIGIENICOS Y TOALLAS            ,TOALLAS DE PAPEL INSTITUCIONAL          ,STOCK                                   ,CRS                           ,Camila Rostion                               ,CRS                           ,Camila Rostion                               
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,14,3813658                       ,"TIJERA COLON ESCOLAR 13CM 5""",10,0,367,10,NO,COLON                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,DESCONTINU                              ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,15,7778349                       ,"TIJERA PROARTE ESCOLAR BL P/ZURDO 6"" 14CM",10,0,828,10,NO,PROARTE                                 ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,TIJERAS                                 ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,17,6002456                       ,PINCEL ARTEL 103 Nº7                         ,12,0,451,12,NO,ARTEL                                   ,LIBRERÍA                                ,ESCOLAR Y MANUALIDADES                  ,PINCELES Y MEZCLADORES                  ,SOLO SALA                               ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,18,5503272                       ,MEZCLADOR PROARTE PLASTICO 6 CAVIDADES       ,12,0,285,12,NO,PROARTE                                 ,LIBRERÍA                                ,ESCOLAR Y MANUALIDADES                  ,PINCELES Y MEZCLADORES                  ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,11,7001161                       ,SCOTCH SELLOCINTA 18X30MM CRISTAL            ,15,0,308,15,NO,SELLOCINTA                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,BLOQUEO-C                               ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,4,7001294                       ,CINTA EMBALAJE TRANSPARENTE 40X48MM          ,15,0,412,15,NO,SELLOFFICE                              ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,BLOQUEO-C                               ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,5,3813886                       ,CINTA ENMASCARAR USATAPE GP 48X40MM          ,15,0,1502,15,NO,USATAPE                                 ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CINTAS ADHESIVAS Y EMBALAJE             ,BLOQUEO-C                               ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,6,2221252                       ,CLIP TORRE 33MM PUNTA REDONDA                ,20,0,297,20,NO,TORRE                                   ,LIBRERÍA                                ,OFICINA Y ESCRITORIO                    ,CLIP APRETADORES Y OTROS                ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,3,2220401                       ,ARCH AUCA OFICIO ANCHO                       ,20,0,1623,20,NO,AUCA                                    ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,ARCHIVADORES                            ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,10,5002654                       ,POST-IT 3M 654 AMARILLO 100HJ,30,0,1560,30,NO,3M                                      ,LIBRERÍA                                ,APUNTES Y REGISTRO                      ,NOTAS ADHESIVAS Y BANDERITAS            ,BLOQUEO-L                               ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
Santiago                 ,2025-07-25 00:00:00,2325672,70734000-2   ,PADRE FRANCISCANO DEL NORTE                       ,Otras Personas Jurídicas      ,2025-07-25 00:00:00,Credito                                 ,                                        ,1122496,12,3800202                       ,SEPARADOR BANGRAFICA CARTA SATINADO 6DIV     ,30,0,629,30,NO,BANGRAFICA                              ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,SEPARADORES                             ,STOCK                                   ,ALE                           ,Aurelia Leyton Leyton                        ,ALE                           ,Aurelia Leyton Leyton                        
